# Indice      RAJ2000    Dec        Jmag     Hmag     Kmag     umag     gmag     rmag     imag     zmag    
  object2074  15.13096   26.77565   14.175   13.952   13.821   16.729   15.551   15.19    15.075   15.018  
  object2075  15.31272   27.71247   16.235   15.572   15.748   18.618   17.409   16.974   16.819   16.762  
  object2076  12.56343   27.74059   14.345   14.113   14.034   17.477   16.312   15.922   15.819   15.798  
  object2077  13.51787   28.14738   16.367   15.86    15.359   22.625   19.933   18.913   18.353   18.003  
  object2078  15.48594   28.04838   15.589   14.953   14.759   22.056   19.549   18.474   17.782   17.286  
  object2079  15.61102   25.39963   11.972   11.398   11.295   16.455   15.799   13.638   13.378   13.793  
  object2080  16.10184   25.44149   13.854   13.316   13.166   18.138   16.176   15.31    14.987   14.8    
  object2081  16.03604   25.64909   14.115   13.775   13.675   16.987   15.724   15.24    15.045   15.005  
  object2082  16.82469   26.08348   13.826   13.145   13.017   19.226   16.908   15.767   15.266   14.968  
  object2083  16.4725    26.15354   14.837   14.141   14.13    19.534   17.601   16.729   16.321   16.06   
  object2084  16.65182   26.20662   13.088   12.699   12.569   16.863   15.233   14.553   14.318   14.202  
  object2085  15.6196    26.25738   13.669   13.247   13.072   17.12    15.595   14.941   14.676   14.584  
  object2086  18.12855   26.27339   14.16    13.964   13.891   16.501   15.263   15.059   14.999   14.997  
  object2087  16.245     26.31006   14.15    13.537   13.373   19.37    17.108   16.054   15.639   15.327  
  object2088  18.60454   26.433     14.292   13.592   13.478   19.964   17.571   16.371   15.814   15.471  
  object2089  18.17968   26.47849   16.026   15.509   15.452   18.778   17.463   16.978   16.677   16.728  
  object2090  15.88897   26.68868   13.991   13.737   13.722   16.151   15.082   14.819   14.735   14.747  
  object2091  17.5394    26.73551   12.609   12.092   11.984   16.759   15.11    14.337   13.984   13.771  
  object2092  18.36794   27.0448    14.063   13.572   13.58    16.808   15.398   14.839   14.934   14.507  
  object2093  15.59773   27.51866   12.358   11.882   11.768   16.681   15.246   13.987   15.361   13.678  
  object2094  17.4694    27.89635   999       999       999       999       999       999       999       999      
  object2095  15.48596   28.04823   15.589   14.953   14.759   22.056   19.549   18.474   17.782   17.286  
  object2096  18.66392   28.11223   15.199   14.947   14.789   17.947   16.642   16.19    16.031   15.952  
  object2097  20.76146   25.62023   15.518   15.21    15.038   18.777   17.427   16.917   16.717   16.605  
  object2098  21.75181   25.99663   13.209   13.001   12.916   15.467   14.313   14.085   14.013   14.018  
  object2099  20.10757   26.04373   13.926   13.487   13.318   17.63    15.985   15.287   14.964   14.796  
  object2100  18.90985   26.04744   14.977   14.241   14.149   20.358   18.059   16.952   16.516   16.246  
  object2101  19.89667   26.13967   14.201   13.847   13.639   17.256   15.905   15.357   15.159   15.065  
  object2102  19.03952   26.36781   15.74    15.409   15.489   17.429   16.241   16.297   16.361   16.396  
  object2103  19.35025   26.42081   15.666   15.593   15.562   19.254   17.983   17.447   17.243   17.14   
  object2104  20.22074   26.52826   13.262   12.996   12.925   15.901   14.565   14.209   14.079   14.031  
  object2105  19.9625    26.81742   16.246   16.183   15.468   18.29    17.166   17.046   17.027   17.05   
  object2106  20.62475   27.16358   14.569   14.25    14.211   17.253   16.01    15.51    15.315   15.22   
  object2107  19.62485   27.30098   13.791   13.192   12.939   21.805   19.777   18.2     16.38    15.378  
  object2108  19.57162   27.33146   13.784   13.59    13.467   15.969   14.864   14.558   14.459   14.452  
  object2109  20.73014   27.41459   999       999       999       999       999       999       999       999      
  object2110  20.29656   27.49261   13.667   13.34    13.272   16.662   15.343   14.824   14.619   14.538  
  object2111  18.66389   28.11216   15.199   14.947   14.789   17.947   16.642   16.19    16.031   15.952  
  object2112  24.59455   25.46889   12.769   12.268   12.153   17.347   15.595   14.775   14.454   14.26   
  object2113  23.46428   25.60832   999       999       999       999       999       999       999       999      
  object2114  23.67895   25.79954   999       999       999       999       999       999       999       999      
  object2115  24.44677   25.90867   13.178   12.762   12.65    16.821   15.165   14.505   17.83    14.12   
  object2116  21.75177   25.99661   13.209   13.001   12.916   15.467   14.313   14.085   14.013   14.018  
  object2117  22.60256   26.07953   999       999       999       999       999       999       999       999      
  object2118  21.97259   26.17546   12.141   11.842   11.765   15.739   15.861   13.036   15.91    13.576  
  object2119  24.48883   26.33662   13.595   13.013   12.892   17.306   15.482   14.709   14.683   14.355  
  object2120  24.04331   26.45144   12.693   12.424   12.366   15.058   13.784   13.622   15.587   13.626  
  object2121  22.36212   26.5182    15.308   14.853   14.678   18.776   17.263   16.602   16.353   16.223  
  object2122  21.87446   26.76117   12.404   12.107   12.032   15.442   14.173   13.713   14.007   13.47   
  object2123  24.79867   27.25463   12.47    12.139   12.054   15.833   15.055   15.528   13.492   13.705  
  object2124  23.57472   27.35955   14.477   13.895   13.754   19.274   17.207   16.264   15.866   15.646  
  object2125  23.39716   27.51975   13.308   13.051   13.042   15.64    14.692   14.17    14.141   14.132  
  object2126  24.13191   27.81438   999       999       999       999       999       999       999       999      
  object2127  24.63899   28.1362    999       999       999       999       999       999       999       999      
  object2128  21.92051   28.13008   999       999       999       999       999       999       999       999      
  object2129  22.8852    28.19112   13.935   13.521   13.57    17.31    15.817   15.204   14.985   14.868  
  object2130  25.67755   26.07421   12.61    12.419   12.288   16.24    14.533   13.621   13.398   14.123  
  object2131  27.30527   26.10999   999       999       999       999       999       999       999       999      
  object2132  25.42663   27.04306   14.987   14.294   14.166   20.19    17.921   16.831   16.386   16.14   
  object2133  27.44169   27.52823   14.056   13.552   13.416   18.718   16.694   15.767   15.408   15.196  
  object2134  25.13538   27.58107   15.458   14.934   14.784   19.66    17.882   17.117   16.849   16.7    
  object2135  25.14735   28.11385   10.731   10.293   10.206   15.449   12.963   12.102   11.874   12.812  
  object2136  29.1503    25.55394   16.071   15.359   15.495   19.401   17.967   17.338   17.096   16.963  
  object2137  29.3583    25.64828   13.758   13.44    13.388   16.591   15.315   14.844   14.662   14.59   
  object2138  30.57731   25.66305   14.967   14.475   14.538   18.292   16.881   16.265   16.006   15.859  
  object2139  30.98818   25.66956   14.858   14.404   14.288   18.45    17.0     16.313   16.032   15.856  
  object2140  28.27407   25.72564   999       999       999       999       999       999       999       999      
  object2141  30.01128   25.85248   999       999       999       999       999       999       999       999      
  object2142  29.57781   26.04637   12.19    11.777   11.678   15.958   14.855   13.658   14.002   13.771  
  object2143  29.62325   26.05917   11.433   11.19    11.128   14.799   13.694   12.56    12.517   12.931  
  object2144  30.05988   26.08495   12.767   12.611   12.601   15.288   14.4     13.316   13.993   13.857  
  object2145  30.68891   26.22683   999       999       999       999       999       999       999       999      
  object2146  30.90664   26.78991   999       999       999       999       999       999       999       999      
  object2147  30.13111   26.88326   13.338   12.992   12.863   16.352   14.98    14.459   14.26    14.191  
  object2148  28.57422   27.17601   13.818   13.524   13.462   16.644   15.29    14.843   14.718   14.479  
  object2149  29.33345   27.32723   14.806   14.667   14.711   16.668   15.433   15.406   15.468   15.506  
  object2150  28.8558    27.47208   15.694   15.212   15.255   18.784   17.469   16.927   16.757   16.686  
  object2151  30.68626   27.94312   999       999       999       999       999       999       999       999      
  object2152  32.42555   25.50066   13.351   13.009   12.956   16.003   14.773   14.348   14.153   14.083  
  object2153  33.37197   25.70694   12.989   12.72    12.698   15.409   14.312   13.966   14.04    13.836  
  object2154  31.05261   25.9049    999       999       999       999       999       999       999       999      
  object2155  32.72141   26.0332    14.856   14.346   14.284   18.215   16.714   16.06    15.799   15.64   
  object2156  33.56772   26.0938    15.542   15.12    14.94    19.603   17.721   16.894   16.586   16.424  
  object2157  33.06604   26.25559   999       999       999       999       999       999       999       999      
  object2158  31.28551   26.31407   15.064   14.695   14.608   17.782   16.617   16.182   16.023   15.93   
  object2159  32.27818   26.37911   14.194   14.05    13.94    15.973   14.73    14.736   14.784   14.861  
  object2160  31.3464    26.72672   15.105   14.858   14.831   17.632   16.442   16.047   15.946   15.867  
  object2161  31.79248   26.7903    16.236   16.025   15.575   18.784   17.659   17.263   17.079   16.996  
  object2162  32.75669   27.07475   16.896   16.189   15.53    22.955   20.366   18.907   18.089   17.658  
  object2163  32.27931   27.08167   14.54    14.268   14.199   17.4     16.065   15.582   15.454   15.393  
  object2164  32.41564   27.11966   15.358   14.939   14.588   19.199   17.54    16.811   16.535   16.361  
  object2165  32.67647   27.19415   16.158   15.74    15.767   19.356   17.996   17.473   17.303   17.227  
  object2166  32.88241   27.3874    16.779   16.329   16.289   19.697   18.447   17.975   17.797   17.694  
  object2167  31.48975   27.50846   14.341   13.783   13.616   19.492   17.112   16.05    15.657   15.41   
  object2168  32.30221   27.54618   13.685   13.357   13.281   16.718   15.273   14.759   14.59    14.524  
  object2169  34.11134   27.62866   12.086   11.849   11.753   15.559   14.509   13.483   14.013   13.807  
  object2170  33.47382   27.85006   16.362   15.818   15.752   20.286   18.533   17.795   17.516   17.356  
  object2171  31.58545   27.86235   14.457   13.775   13.575   20.94    18.388   16.838   15.988   15.537  
  object2172  34.0225    27.84717   13.264   12.891   12.77    16.212   14.908   14.407   14.208   14.085  
  object2173  33.90308   28.08456   13.33    13.149   13.048   15.51    14.293   14.121   14.08    14.081  
  object2174  36.66836   25.39601   13.439   12.85    12.719   18.401   16.233   15.201   14.817   14.611  
  object2175  36.44171   25.51835   12.647   12.242   12.153   16.365   15.253   15.67    13.731   13.73   
  object2176  35.19006   25.61942   14.413   13.739   13.615   999       999       999       999       999      
  object2177  34.6981    25.76576   13.458   12.779   12.599   999       999       999       999       999      
  object2178  34.28314   25.90717   12.762   12.102   11.961   18.558   16.074   14.843   14.292   13.961  
  object2179  36.69656   25.93762   15.004   14.336   14.091   22.998   21.376   19.841   18.171   17.252  
  object2180  35.65032   25.94091   12.303   11.986   11.894   999       999       999       999       999      
  object2181  34.71885   25.95388   12.684   12.393   12.334   15.645   14.429   13.946   13.775   13.732  
  object2182  36.00713   26.10918   12.311   11.791   11.658   16.948   14.959   14.183   14.048   13.51   
  object2183  34.84485   26.19753   13.12    12.648   12.531   16.693   15.085   14.393   14.149   14.018  
  object2184  35.56331   26.76752   14.477   13.957   13.834   999       999       999       999       999      
  object2185  34.76229   26.89731   15.527   14.983   15.257   999       999       999       999       999      
  object2186  35.90378   26.93752   999       999       999       999       999       999       999       999      
  object2187  37.08957   27.0203    13.636   13.062   12.923   18.836   16.455   15.41    15.006   14.783  
  object2188  35.79258   27.0783    999       999       999       999       999       999       999       999      
  object2189  36.96543   27.10607   16.272   15.732   15.405   18.433   17.104   16.999   16.972   16.926  
  object2190  35.64187   27.25052   14.735   14.331   14.187   999       999       999       999       999      
  object2191  34.11145   27.62872   12.086   11.849   11.753   15.559   14.509   13.483   14.013   13.807  
  object2192  35.06779   27.87346   13.07    12.733   12.674   999       999       999       999       999      
  object2193  35.18494   28.00197   13.732   13.523   13.509   16.166   14.908   14.613   14.529   14.492  
  object2194  35.63589   28.00079   999       999       999       999       999       999       999       999      
  object2195  36.19765   28.04592   15.082   14.498   14.467   999       999       999       999       999      
  object2196  37.10563   28.22001   15.708   15.481   15.495   999       999       999       999       999      
  object2197  35.05648   28.11285   15.335   14.816   14.714   20.012   17.888   16.949   16.58    16.342  
  object2198  39.10331   25.43868   13.016   12.596   12.508   16.66    15.069   14.35    14.037   13.884  
  object2199  38.48198   25.50009   14.406   14.095   14.13    17.381   16.272   15.806   15.662   15.604  
  object2200  38.37385   25.57509   14.818   14.299   14.177   18.954   17.12    16.314   16.01    15.851  
  object2201  39.15166   25.96082   14.796   14.549   14.369   18.144   16.782   16.168   15.917   15.805  
  object2202  38.28347   25.9704    13.946   13.295   13.197   19.177   17.001   15.956   15.456   15.146  
  object2203  38.58484   26.07186   15.231   14.845   14.71    18.373   17.058   16.484   16.23    16.094  
  object2204  39.04979   26.08454   15.362   14.985   14.919   18.764   17.333   16.588   16.36    16.274  
  object2205  40.06227   26.25145   14.332   13.822   13.663   18.59    16.692   15.85    15.519   15.35   
  object2206  39.73472   26.32667   12.894   12.597   12.571   15.636   14.372   13.916   13.746   13.706  
  object2207  38.94918   26.42068   14.483   14.292   14.201   16.836   15.681   15.356   15.259   15.24   
  object2208  39.8526    26.44179   15.029   14.784   14.774   18.013   16.808   16.267   16.075   16.02   
  object2209  39.48207   26.43988   13.967   13.657   13.581   16.662   15.459   15.0     14.827   14.766  
  object2210  39.75372   26.77654   13.379   12.961   12.848   16.605   15.267   14.735   14.519   14.408  
  object2211  39.62219   26.86575   16.148   15.829   15.499   20.775   18.764   17.968   17.635   17.478  
  object2212  38.17432   26.98465   16.075   15.496   15.153   21.299   18.982   18.057   17.582   17.423  
  object2213  39.44539   27.23788   15.48    14.796   14.662   20.187   17.865   16.737   16.236   15.95   
  object2214  39.44547   27.30247   999       999       999       999       999       999       999       999      
  object2215  37.66915   27.36145   14.363   14.047   13.982   17.006   15.859   15.419   15.244   15.164  
  object2216  38.91271   27.39091   12.889   12.485   12.448   16.035   14.738   14.163   14.007   13.773  
  object2217  37.7201    28.05476   16.077   15.325   15.003   999       999       999       999       999      
  object2218  38.10053   28.05125   12.111   11.596   11.507   16.184   14.406   13.624   13.659   13.176  
  object2219  38.8239    28.06553   13.063   12.721   12.599   16.591   15.14    14.273   14.225   14.062  
  object2220  38.88202   28.13677   14.759   14.414   14.368   17.567   16.355   15.875   15.696   15.608  
  object2221  42.14752   25.89549   14.553   14.144   13.985   999       999       999       999       999      
  object2222  41.89555   26.2175    15.123   14.343   14.211   999       999       999       999       999      
  object2223  42.34277   26.94967   12.373   12.112   12.036   999       999       999       999       999      
  object2224  42.36282   27.25694   14.044   13.645   13.559   999       999       999       999       999      
  object2225  44.44737   25.41898   14.181   13.751   13.676   999       999       999       999       999      
  object2226  45.88769   25.51672   15.803   15.171   14.796   999       999       999       999       999      
  object2227  45.23026   25.59094   13.81    13.277   13.123   999       999       999       999       999      
  object2228  45.94944   25.64434   15.586   15.26    15.04    999       999       999       999       999      
  object2229  45.30459   26.10514   15.936   15.239   15.395   999       999       999       999       999      
  object2230  45.78648   26.24521   16.905   17.23    16.195   999       999       999       999       999      
  object2231  45.38204   26.3167    14.587   13.999   13.862   999       999       999       999       999      
  object2232  46.01812   26.85627   13.483   13.148   13.034   999       999       999       999       999      
  object2233  44.75563   26.889     16.435   15.875   15.739   999       999       999       999       999      
  object2234  45.9989    26.95199   13.867   13.457   13.342   17.514   16.011   15.339   15.061   14.896  
  object2235  46.39208   26.97173   13.736   13.369   13.271   16.793   15.452   14.89    14.644   14.522  
  object2236  45.98415   27.32678   14.29    13.852   13.769   999       999       999       999       999      
  object2237  44.54078   27.53445   16.288   16.929   15.63    19.136   17.9     17.439   17.243   17.148  
  object2238  44.44537   27.56319   14.402   14.017   14.185   16.963   15.633   15.326   15.202   15.17   
  object2239  45.14626   27.91082   15.374   15.236   15.252   18.886   17.514   16.932   16.669   16.505  
  object2240  46.033     27.90658   12.476   12.109   11.996   15.867   14.641   13.904   15.605   13.552  
  object2241  44.70623   27.98756   13.708   13.285   13.138   16.964   15.606   14.953   14.679   14.537  
  object2242  44.76679   27.99213   14.01    13.78    13.799   16.536   15.268   14.922   14.806   14.755  
  object2243  44.65426   28.14842   15.409   14.876   14.771   999       999       999       999       999      
  object2244  49.35397   25.42059   12.78    12.264   12.165   999       999       999       999       999      
  object2245  48.72335   25.63161   16.2     15.818   15.203   19.504   18.101   17.532   17.283   17.138  
  object2246  48.61121   25.65493   15.866   15.563   15.642   18.426   17.202   16.776   16.603   16.534  
  object2247  49.53285   26.03506   16.689   15.732   15.783   999       999       999       999       999      
  object2248  48.53652   26.08113   14.637   14.23    14.077   18.247   16.74    15.993   15.722   15.561  
  object2249  49.60173   26.12183   14.834   14.509   14.413   999       999       999       999       999      
  object2250  47.41833   26.24055   16.937   16.309   15.659   999       999       999       999       999      
  object2251  46.75924   26.25604   13.246   12.964   12.88    16.074   14.754   14.341   14.184   14.117  
  object2252  49.53272   26.45324   12.637   12.38    12.287   999       999       999       999       999      
  object2253  48.54337   26.48856   13.236   12.864   12.716   16.823   15.185   14.603   14.344   14.18   
  object2254  47.20599   26.53526   999       999       999       999       999       999       999       999      
  object2255  47.1155    26.56086   999       999       999       999       999       999       999       999      
  object2256  48.03991   26.81721   15.199   14.579   14.382   20.856   18.276   17.065   16.509   16.158  
  object2257  49.54772   27.04932   13.256   12.891   12.806   16.413   14.96    14.439   14.153   14.062  
  object2258  47.85908   27.14181   15.667   15.114   14.857   999       999       999       999       999      
  object2259  48.73565   27.19496   999       999       999       999       999       999       999       999      
  object2260  47.10176   27.39725   999       999       999       999       999       999       999       999      
  object2261  47.98197   27.43576   999       999       999       999       999       999       999       999      
  object2262  47.35002   27.45746   15.552   15.014   14.963   19.918   18.137   17.257   16.832   16.573  
  object2263  47.17949   27.45752   13.749   12.966   12.775   20.913   18.137   16.61    15.685   15.111  
  object2264  48.90794   27.45805   14.04    13.647   13.584   999       999       999       999       999      
  object2265  48.45043   27.47662   16.055   15.523   15.413   19.993   18.31    17.522   17.138   16.89   
  object2266  46.69132   27.84781   15.29    14.796   14.495   999       999       999       999       999      
  object2267  47.51792   27.86466   13.904   13.301   13.129   18.739   16.776   15.77    15.323   15.037  
  object2268  48.36529   27.91003   13.525   13.117   13.043   17.141   15.681   15.001   14.676   14.526  
  object2269  46.63983   27.92049   15.088   14.671   14.664   999       999       999       999       999      
  object2270  49.11051   27.95637   15.424   15.162   15.393   999       999       999       999       999      
  object2271  46.78064   28.05979   16.386   15.985   15.406   20.712   18.922   18.068   17.719   17.5    
  object2272  52.24574   25.54748   13.397   12.862   12.753   999       999       999       999       999      
  object2273  51.64224   25.86865   14.952   14.732   14.781   999       999       999       999       999      
  object2274  50.75967   25.93646   999       999       999       999       999       999       999       999      
  object2275  52.14375   26.10607   15.629   15.473   15.246   999       999       999       999       999      
  object2276  52.23285   26.14994   13.511   13.113   12.968   999       999       999       999       999      
  object2277  51.97025   26.22019   11.952   11.342   11.251   999       999       999       999       999      
  object2278  51.14737   26.34838   13.715   13.307   13.17    999       999       999       999       999      
  object2279  49.71546   26.356     12.828   12.31    12.194   999       999       999       999       999      
  object2280  51.13704   26.44494   15.108   14.829   14.577   999       999       999       999       999      
  object2281  52.12536   26.53833   15.263   14.879   14.745   999       999       999       999       999      
  object2282  51.00181   26.56712   13.226   12.828   12.724   999       999       999       999       999      
  object2283  50.1368    26.57856   16.958   16.61    15.654   999       999       999       999       999      
  object2284  52.19662   26.70152   16.659   16.132   15.772   999       999       999       999       999      
  object2285  52.02106   26.82207   16.615   16.139   16.396   999       999       999       999       999      
  object2286  51.88982   26.92018   999       999       999       999       999       999       999       999      
  object2287  51.64535   26.93359   16.255   15.724   15.437   999       999       999       999       999      
  object2288  50.37746   27.09816   13.149   12.99    12.912   999       999       999       999       999      
  object2289  51.96607   27.19152   15.136   14.702   14.694   999       999       999       999       999      
  object2290  51.64304   27.26775   999       999       999       999       999       999       999       999      
  object2291  50.38304   27.41735   999       999       999       999       999       999       999       999      
  object2292  49.9254    27.47485   12.949   12.602   12.504   16.042   14.642   14.137   14.396   13.814  
  object2293  51.43676   27.546     14.623   14.08    13.979   999       999       999       999       999      
  object2294  49.69592   27.57787   15.868   15.511   15.301   19.123   17.708   17.088   16.816   16.69   
  object2295  51.25203   27.85942   14.275   13.73    13.631   999       999       999       999       999      
  object2296  52.0908    27.90822   14.76    14.243   14.069   999       999       999       999       999      
  object2297  51.81024   28.00826   15.653   15.041   15.044   999       999       999       999       999      
  object2298  50.83214   28.1986    15.91    15.494   15.219   999       999       999       999       999      
  object2299  0.51679    28.94165   12.605   12.157   12.016   16.598   15.818   14.123   13.876   14.031  
  object2300  3.16291    29.06954   13.711   13.364   13.329   16.478   15.233   14.759   14.58    14.547  
  object2301  3.1103     29.14774   14.458   14.35    14.175   16.468   15.344   15.243   15.211   15.249  
  object2302  1.66438    29.58321   15.789   15.308   15.307   19.55    18.07    17.372   17.087   16.902  
  object2303  0.52438    30.10182   12.855   12.652   12.64    15.135   14.154   13.769   17.098   13.706  
  object2304  4.31197    28.51766   16.865   16.471   17.103   18.972   17.773   17.709   17.703   17.751  
  object2305  6.12222    28.52245   14.368   14.083   14.228   17.223   15.854   15.386   15.243   15.195  
  object2306  4.71019    28.55774   14.015   13.38    13.211   19.16    16.977   15.916   15.41    15.098  
  object2307  6.30275    29.42514   15.358   15.239   15.199   17.281   16.097   16.003   15.989   16.028  
  object2308  5.6371     29.54917   13.409   12.946   12.79    17.293   15.6     14.928   14.615   14.433  
  object2309  3.97314    29.61587   16.393   15.873   15.385   21.946   19.5     18.22    17.573   17.173  
  object2310  6.38622    29.62706   13.738   13.231   13.048   18.161   16.101   15.234   14.905   14.709  
  object2311  5.48041    29.88756   14.062   13.704   13.717   17.177   15.691   15.178   15.0     14.918  
  object2312  4.63041    30.43264   12.3     11.96    11.919   999       999       999       999       999      
  object2313  3.662      30.73416   15.491   14.98    14.925   19.792   17.921   17.143   16.793   16.606  
  object2314  5.45298    31.01936   13.454   12.882   12.63    18.482   16.306   15.316   14.885   14.615  
  object2315  8.86288    28.43166   14.615   14.128   14.135   18.053   16.532   15.895   15.653   15.537  
  object2316  7.10141    28.5263    12.59    12.415   12.329   14.94    13.731   13.481   13.405   13.424  
  object2317  7.51575    28.79583   12.912   12.426   12.29    16.752   15.119   14.406   14.119   13.949  
  object2318  8.45542    28.94596   15.401   14.997   14.988   17.906   16.816   16.505   16.364   16.307  
  object2319  6.70981    28.94902   15.359   14.729   14.763   20.502   18.249   17.198   16.761   16.534  
  object2320  8.73825    29.44868   14.956   14.545   14.377   18.546   16.905   16.193   15.879   15.758  
  object2321  6.77319    29.46067   15.072   14.953   14.748   17.225   16.099   15.922   15.851   15.849  
  object2322  7.27855    29.48787   12.793   12.56    12.468   15.168   13.996   13.68    13.553   13.553  
  object2323  9.20909    29.60022   13.534   13.197   13.11    16.113   14.992   14.531   14.958   14.326  
  object2324  6.38608    29.62709   13.738   13.231   13.048   18.161   16.101   15.234   14.905   14.709  
  object2325  9.34164    29.67262   15.725   15.152   14.81    20.192   18.312   17.447   17.106   16.927  
  object2326  7.64084    29.66948   12.581   12.156   12.095   16.322   14.774   14.191   16.127   13.879  
  object2327  8.34517    29.72728   12.773   12.416   12.328   16.091   14.711   13.905   15.948   13.603  
  object2328  7.13764    29.97231   999       999       999       999       999       999       999       999      
  object2329  9.37997    29.9905    13.074   12.493   12.344   18.111   16.05    14.926   14.82    14.278  
  object2330  6.47065    30.12043   13.454   13.273   13.204   15.078   14.288   13.776   14.12    13.881  
  object2331  7.51603    30.19      12.458   12.037   11.944   15.805   14.332   13.67    13.935   13.349  
  object2332  7.57321    30.64266   14.981   14.647   14.513   17.868   16.64    16.122   15.922   15.869  
  object2333  7.19936    30.80033   14.988   14.423   14.348   19.576   17.53    16.709   16.363   16.149  
  object2334  8.38853    30.80132   15.087   14.936   14.963   17.042   15.823   15.696   15.692   15.744  
  object2335  8.50804    31.01644   14.055   13.59    13.495   17.486   16.019   15.38    15.125   14.99   
  object2336  11.72567   28.30961   12.891   12.629   12.538   15.542   14.323   13.942   16.231   13.786  
  object2337  10.90121   28.4042    14.07    13.789   13.622   17.153   15.693   15.156   14.979   14.911  
  object2338  12.49551   28.45037   14.157   13.869   13.888   16.458   15.383   15.096   14.983   14.959  
  object2339  12.11719   28.55558   12.714   12.097   11.988   17.576   15.476   14.519   14.029   13.834  
  object2340  12.06563   28.56455   14.045   13.7     13.696   16.522   15.355   14.965   14.767   14.778  
  object2341  12.75625   28.63032   11.813   11.381   11.295   16.165   14.881   13.619   15.466   13.358  
  object2342  11.273     29.21296   999       999       999       999       999       999       999       999      
  object2343  12.68202   29.25846   15.477   15.162   14.896   18.204   16.967   16.478   16.281   16.222  
  object2344  11.12464   29.32813   15.464   15.231   14.934   17.96    16.771   16.342   16.203   16.147  
  object2345  12.75148   29.41896   16.236   15.873   15.81    19.045   17.692   17.146   16.947   16.825  
  object2346  12.13647   29.52782   14.255   13.992   13.92    17.119   15.853   15.368   15.199   15.14   
  object2347  11.17811   29.74471   14.127   13.791   13.711   17.102   15.774   15.247   15.078   14.994  
  object2348  9.91758    29.89061   12.661   12.438   12.393   15.141   13.949   13.587   13.927   13.491  
  object2349  10.01497   29.92619   15.551   15.111   15.242   18.232   17.037   16.589   16.425   16.378  
  object2350  9.94594    29.96193   14.839   14.596   14.587   18.161   16.867   16.574   16.385   16.32   
  object2351  12.55822   30.06304   15.309   14.743   14.548   20.37    18.267   17.439   16.97    16.624  
  object2352  9.85898    30.11795   14.368   13.875   13.748   18.777   17.011   16.21    15.865   15.651  
  object2353  11.52936   30.17983   15.87    15.488   15.16    19.142   17.723   17.13    16.935   16.856  
  object2354  10.90955   30.21249   12.663   12.351   12.266   15.756   14.409   13.881   13.924   13.685  
  object2355  9.65779    30.23149   13.591   13.18    13.149   16.541   15.2     14.695   14.511   14.44   
  object2356  9.71226    30.2634    999       999       999       999       999       999       999       999      
  object2357  9.62741    28.46709   11.832   11.463   11.4     14.982   13.617   12.881   12.759   12.826  
  object2358  11.63508   30.42159   13.771   13.468   13.362   16.625   15.312   15.723   14.671   14.573  
  object2359  10.7104    30.5933    14.904   14.719   14.555   17.22    16.155   15.838   15.705   15.696  
  object2360  12.30835   30.62433   14.509   14.009   13.947   17.911   16.162   15.527   15.24    15.094  
  object2361  12.49855   30.75156   14.013   13.737   13.641   16.355   15.232   14.925   14.823   14.8    
  object2362  12.56515   31.00132   11.552   11.312   11.237   14.003   12.394   12.476   12.435   12.765  
  object2363  10.32764   30.90324   15.711   15.823   15.386   18.234   17.155   16.781   16.646   16.578  
  object2364  12.50219   30.88589   15.366   14.995   14.842   19.103   17.392   16.718   16.467   16.31   
  object2365  15.84205   28.37059   12.871   12.507   12.462   15.615   14.325   14.272   13.706   13.659  
  object2366  14.67628   28.42045   11.079   10.811   10.663   14.903   11.817   15.036   15.217   13.233  
  object2367  15.06961   28.44406   13.878   13.243   13.074   19.135   16.786   15.708   15.257   14.957  
  object2368  15.86537   28.59665   14.471   14.314   14.332   16.784   15.593   15.361   15.284   15.273  
  object2369  12.99422   28.60698   15.242   14.703   14.571   19.038   17.363   16.649   16.404   16.159  
  object2370  15.38764   28.63059   15.753   15.187   15.016   19.785   18.015   17.288   16.95    16.754  
  object2371  12.75629   28.6303    11.813   11.381   11.295   16.165   14.881   13.619   15.466   13.358  
  object2372  13.69886   28.67494   14.315   14.112   13.975   16.339   15.296   15.07    14.993   15.015  
  object2373  13.41807   29.00291   14.692   14.472   14.538   16.849   15.68    15.503   15.461   15.503  
  object2374  13.48072   29.24277   14.347   13.951   13.778   17.748   16.146   15.53    15.324   15.219  
  object2375  15.03748   29.33519   14.694   14.265   14.156   18.697   17.035   16.38    16.101   15.937  
  object2376  12.75153   29.41902   16.236   15.873   15.81    19.045   17.692   17.146   16.947   16.825  
  object2377  14.41717   29.49896   13.537   12.868   12.683   20.735   18.221   16.777   15.54    14.862  
  object2378  15.9751    30.0568    12.396   12.198   12.127   15.549   13.228   12.929   13.051   14.052  
  object2379  15.93878   30.35647   12.805   12.404   12.34    16.069   14.842   14.203   14.104   13.824  
  object2380  13.22947   30.44351   15.614   15.489   15.114   17.858   16.804   16.53    16.428   16.405  
  object2381  14.95803   30.53174   999       999       999       999       999       999       999       999      
  object2382  13.36635   30.58588   13.034   12.633   12.519   16.485   14.916   14.261   14.685   13.949  
  object2383  15.96369   30.67034   16.215   16.16    15.782   19.002   17.816   17.387   17.211   17.137  
  object2384  13.13254   30.86466   14.472   14.025   13.947   17.498   16.145   15.621   15.431   15.33   
  object2385  13.04833   30.98285   14.281   13.693   13.499   18.797   16.847   15.963   15.582   15.353  
  object2386  15.87409   30.93395   14.569   13.984   13.878   19.623   17.524   16.571   16.141   15.868  
